,Epoch,Error
183,183000,93.24678526462031
184,184000,85.92455638920035
185,185000,59.29667631726696
186,186000,79.85462890989018
187,187000,73.51035379184556
188,188000,132.47748851134648
189,189000,90.07603229954758
190,190000,64.46242331069645
191,191000,41.81186308985735
192,192000,69.02189784551993
193,193000,38.18071726583168
194,194000,45.23690604140069
195,195000,73.9591926473079
196,196000,50.471006658211266
197,197000,120.55363303571009
198,198000,67.6978577280959
199,199000,126.7125922920953
200,200000,119.51160783756448
201,201000,81.48817541195778
202,202000,125.48664966144588
203,203000,100.4325223133925
204,204000,118.11727706892877
205,205000,90.45900401511523
206,206000,106.65187490851882
207,207000,69.5242827106708
208,208000,52.54462555471457
209,209000,114.18790145431626
210,210000,79.27702624524001
211,211000,104.45280122766175
212,212000,52.253062321908416
213,213000,55.88625072857284
214,214000,90.47821070876836
215,215000,61.954650433362204
216,216000,57.58099158946494
217,217000,54.99946297073134
218,218000,106.21325494547352
219,219000,79.69759358137334
220,220000,118.49747892938802
221,221000,111.15530512047633
222,222000,81.11601272668292
223,223000,83.58441963113378
224,224000,85.7218286093466
225,225000,81.95151346916123
226,226000,92.70799609051416
227,227000,95.49469493194023
228,228000,127.93433633845571
229,229000,55.19803022924426
230,230000,87.7313986484289
231,231000,87.58903321091474
232,232000,32.876637293842414
233,233000,65.99790641212661
234,234000,43.373800938916425
235,235000,24.56175572493869
236,236000,72.43564565773966
237,237000,165.59557272775209
238,238000,72.53836935467791
239,239000,132.01910409561057
240,240000,122.19969713531913
241,241000,39.882916708960366
242,242000,58.04127681844529
243,243000,58.40016468632473
244,244000,55.026575426166914
245,245000,71.72133014387434
246,246000,89.07738837684418
247,247000,60.585476216948926
248,248000,48.39092129585669
249,249000,69.01588355310133
250,250000,55.7516836285413
