,Epoch,Error
0,0,338.4184164608688
1,1000,241.64787161154467
2,2000,287.8419019620972
3,3000,222.03321995299606
4,4000,243.51952980033445
5,5000,222.50608367379402
6,6000,265.18471599952295
7,7000,251.4291602418043
8,8000,222.38979707443687
9,9000,222.33152407824358
10,10000,224.17428316909795
11,11000,223.88694704821597
12,12000,221.80337245727347
13,13000,249.82395436858684
14,14000,228.11780591373886
15,15000,221.54002817162288
16,16000,222.12623099954325
17,17000,249.9739484480716
18,18000,219.08082323721558
19,19000,224.71107967815908
20,20000,217.01672307839868
21,21000,224.19118956373418
22,22000,216.18515559979107
23,23000,213.3365225655967
24,24000,208.99397542271578
25,25000,205.2894612920708
26,26000,206.12622741439722
27,27000,220.2033662401547
28,28000,209.05657818578675
29,29000,205.9871211062075
30,30000,173.54840545386304
31,31000,187.1321628937745
32,32000,177.35561786306417
33,33000,187.2507556059949
34,34000,163.7657353269626
35,35000,154.92420108768175
36,36000,167.79573674140838
37,37000,154.789674974974
38,38000,150.9738229347254
39,39000,137.54696141994137
40,40000,126.0788718617196
41,41000,121.43092782947807
42,42000,117.96324299225499
43,43000,126.41188267711762
44,44000,110.1624021074909
45,45000,90.9874224408202
46,46000,84.84693353470752
47,47000,98.81492570062325
48,48000,79.55789320993836
49,49000,93.81274910329097
50,50000,87.27561241564881
51,51000,80.23091010120415
52,52000,83.1060806729407
53,53000,82.31637185290448
54,54000,80.61695849264089
55,55000,72.17839145466324
56,56000,92.03833507333502
57,57000,92.29929232104296
58,58000,75.19533080061322
59,59000,84.45928879909376
60,60000,82.4913290925151
61,61000,108.21022911592212
62,62000,92.62118338593172
63,63000,84.99723398451492
64,64000,140.28145047220107
65,65000,89.03243251914506
66,66000,76.3199113156036
67,67000,117.16592335821676
68,68000,103.46982100421869
69,69000,101.54774019083216
70,70000,84.62785045819714
71,71000,129.4338237130244
72,72000,64.80591829315617
73,73000,65.4157882890685
74,74000,83.844884482888
75,75000,135.59735595457036
76,76000,67.33315295270208
77,77000,96.85758843077357
78,78000,81.61140763042005
79,79000,69.84629446083798
80,80000,63.09432642845647
81,81000,62.22096166983749
82,82000,147.20573842462474
83,83000,102.63075829435371
84,84000,119.56853165684396
85,85000,66.50636750996188
86,86000,66.61690570811987
87,87000,105.60902109578743
88,88000,95.58290073193294
89,89000,60.99659824060593
90,90000,80.35967360585035
91,91000,75.67481794756576
92,92000,49.99443717989134
93,93000,115.93920306164551
94,94000,101.41264760994935
95,95000,100.6975469244313
96,96000,105.88997088377063
97,97000,47.28965193772702
98,98000,60.81212723799151
99,99000,75.99371500373906
100,100000,139.3279261708783
101,101000,55.736935151787215
102,102000,58.712272254346495
103,103000,109.09573309784157
104,104000,53.297614148233365
105,105000,153.06123505735047
106,106000,141.45147955508648
107,107000,69.88551557202149
108,108000,124.09896039810617
109,109000,90.76452368020126
110,110000,41.788817868424566
111,111000,87.81983359206892
112,112000,103.76922949982622
113,113000,42.30314442402769
114,114000,89.38050938120274
115,115000,58.287638777331125
116,116000,105.82025501321749
117,117000,111.49288833959913
118,118000,74.26907365038693
119,119000,68.56712677754267
120,120000,47.998753522324215
121,121000,129.67177427442954
122,122000,94.54506077161949
123,123000,95.29993778020079
124,124000,100.48361243091418
125,125000,63.77365046552398
126,126000,41.82741356116617
127,127000,89.25897074965098
128,128000,51.8002452042835
129,129000,40.02365544103323
130,130000,55.26551066615269
131,131000,87.67565945516743
132,132000,60.71633008761501
133,133000,95.10804264637403
134,134000,91.30087441333706
135,135000,53.95367381456661
136,136000,70.4911425803414
137,137000,68.66682506041721
138,138000,77.7095300941348
139,139000,120.55996422930808
140,140000,66.50064775633118
141,141000,126.95065032954257
142,142000,56.64536700782117
143,143000,71.85316163441888
144,144000,63.967442070787044
145,145000,103.37426342455194
146,146000,58.11504322359251
147,147000,45.23212193930614
148,148000,61.62118305980019
149,149000,54.3680584300416
150,150000,36.56350269603813
151,151000,94.47405536347239
152,152000,48.10272057349901
153,153000,100.00113605175964
154,154000,96.63881492166837
155,155000,132.0652663886368
156,156000,152.05552899525836
157,157000,72.9201126641309
158,158000,74.06226597236814
159,159000,76.44272444875591
160,160000,62.07700672049644
161,161000,67.68928834965469
162,162000,83.29326229171923
163,163000,91.70024741964542
164,164000,236.2785616311402
165,165000,182.72009310047045
166,166000,109.00406384129906
167,167000,161.22359089249295
168,168000,55.9048570290349
169,169000,98.58955379943495
170,170000,46.79018350370211
171,171000,63.50257303936934
172,172000,92.96876742584787
173,173000,208.31915449959325
174,174000,74.57770772507126
175,175000,58.827700672219066
176,176000,83.81634872789144
177,177000,113.92160401607894
178,178000,64.22260420372278
179,179000,74.18362210062169
180,180000,71.1112418845081
181,181000,90.4374993271296
182,182000,79.9299694314315
